,Date,Close
0,1980-03-17 00:00:00-05:00,0.28490862250328064
1,1980-03-18 00:00:00-05:00,0.27772581577301025
2,1980-03-19 00:00:00-05:00,0.27772581577301025
3,1980-03-20 00:00:00-05:00,0.27772581577301025
4,1980-03-21 00:00:00-05:00,0.27293792366981506
5,1980-03-24 00:00:00-05:00,0.25857239961624146
6,1980-03-25 00:00:00-05:00,0.2633611559867859
7,1980-03-26 00:00:00-05:00,0.2633611559867859
8,1980-03-27 00:00:00-05:00,0.26096639037132263
9,1980-03-28 00:00:00-05:00,0.25617823004722595
10,1980-03-31 00:00:00-05:00,0.2633611559867859
11,1980-04-01 00:00:00-05:00,0.27293792366981506
12,1980-04-02 00:00:00-05:00,0.28251466155052185
13,1980-04-03 00:00:00-05:00,0.28730279207229614
14,1980-04-07 00:00:00-05:00,0.2920915484428406
15,1980-04-08 00:00:00-05:00,0.28730279207229614
16,1980-04-09 00:00:00-05:00,0.2896965742111206
17,1980-04-10 00:00:00-05:00,0.30166810750961304
18,1980-04-11 00:00:00-05:00,0.3040620982646942
19,1980-04-14 00:00:00-05:00,0.30166810750961304
20,1980-04-15 00:00:00-05:00,0.2992735207080841
21,1980-04-16 00:00:00-05:00,0.29687950015068054
22,1980-04-17 00:00:00-05:00,0.28730279207229614
23,1980-04-18 00:00:00-05:00,0.28251466155052185
24,1980-04-21 00:00:00-05:00,0.2681490182876587
25,1980-04-22 00:00:00-05:00,0.27054300904273987
26,1980-04-23 00:00:00-05:00,0.27293792366981506
27,1980-04-24 00:00:00-05:00,0.27293792366981506
28,1980-04-25 00:00:00-05:00,0.27533188462257385
29,1980-04-28 00:00:00-04:00,0.28490862250328064
30,1980-04-29 00:00:00-04:00,0.28490862250328064
31,1980-04-30 00:00:00-04:00,0.28730279207229614
32,1980-05-01 00:00:00-04:00,0.2920915484428406
33,1980-05-02 00:00:00-04:00,0.31603288650512695
34,1980-05-05 00:00:00-04:00,0.3112448453903198
35,1980-05-06 00:00:00-04:00,0.3064563274383545
36,1980-05-07 00:00:00-04:00,0.3136387765407562
37,1980-05-08 00:00:00-04:00,0.3088501989841461
38,1980-05-09 00:00:00-04:00,0.31603288650512695
39,1980-05-12 00:00:00-04:00,0.3088501989841461
40,1980-05-13 00:00:00-04:00,0.3136387765407562
41,1980-05-14 00:00:00-04:00,0.31603288650512695
42,1980-05-15 00:00:00-04:00,0.3184269964694977
43,1980-05-16 00:00:00-04:00,0.31603288650512695
44,1980-05-19 00:00:00-04:00,0.3136387765407562
45,1980-05-20 00:00:00-04:00,0.3136387765407562
46,1980-05-21 00:00:00-04:00,0.3232158124446869
47,1980-05-22 00:00:00-04:00,0.31603288650512695
