Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-07-09 00:00:00-04:00,7.439346565441652,7.700376269492237,7.352336664091458,7.656871318817139,1116800,0.0,0.0
1986-07-10 00:00:00-04:00,7.700374096461705,7.743879034859794,7.439344466073172,7.613364219665527,595600,0.0,0.0
1986-07-11 00:00:00-04:00,7.569863116247414,7.613368076685618,7.3523383140563965,7.3523383140563965,800400,0.0,0.0
1986-07-14 00:00:00-04:00,7.39584158106548,7.39584158106548,7.047801977250634,7.134811878204346,738000,0.0,0.0
1986-07-15 00:00:00-04:00,7.09130617957445,7.09130617957445,6.482236937157013,6.917286396026611,2059200,0.0,0.0
1986-07-16 00:00:00-04:00,6.917287120112666,7.308831674081308,6.917287120112666,7.047801971435547,1160400,0.0,0.0
1986-07-17 00:00:00-04:00,7.047798893934378,7.134808756822458,6.9607890310463,7.091303825378418,1046000,0.0,0.0
1986-07-18 00:00:00-04:00,7.09130692772749,7.200069303919629,6.960792076296922,7.134811878204346,1420000,0.0,0.0
1986-07-21 00:00:00-04:00,7.134811878204346,7.178316828681201,7.09130692772749,7.134811878204346,322800,0.0,0.0
1986-07-22 00:00:00-04:00,7.134808756822458,7.156561222544477,7.091303825378418,7.091303825378418,390800,0.0,0.0
1986-07-23 00:00:00-04:00,7.13481356934731,7.13481356934731,6.960793726192498,7.004298686981201,1004000,0.0,0.0
1986-07-24 00:00:00-04:00,7.00429628780053,7.0478012336874905,6.830276504252692,6.917286396026611,1071600,0.0,0.0
1986-07-25 00:00:00-04:00,6.917288765403795,7.0478036477699035,6.873783804615091,7.004298686981201,688400,0.0,0.0
1986-07-28 00:00:00-04:00,7.004297020994587,7.134811872317467,6.9390395953331465,7.047801971435547,414800,0.0,0.0
1986-07-29 00:00:00-04:00,6.9607890310463,7.091303825378418,6.9607890310463,7.091303825378418,278400,0.0,0.0
1986-07-30 00:00:00-04:00,7.004297020994587,7.047801971435547,6.873782169671706,7.047801971435547,459200,0.0,0.0
1986-07-31 00:00:00-04:00,7.0478036477699035,7.13481356934731,6.960793726192498,7.004298686981201,1213600,0.0,0.0
1986-08-01 00:00:00-04:00,6.960790096185146,7.047799972387461,6.786770343780518,6.786770343780518,1118000,0.0,0.0
1986-08-04 00:00:00-04:00,6.830275281881675,6.830275281881675,6.634503060426468,6.786770343780518,892400,0.0,0.0
1986-08-05 00:00:00-04:00,6.786773943433574,6.786773943433574,6.612754098730149,6.656259059906006,868800,0.0,0.0
1986-08-06 00:00:00-04:00,6.656254869617828,6.69975980340618,6.351720333099365,6.351720333099365,550400,0.0,0.0
1986-08-07 00:00:00-04:00,6.264712262509474,6.308217208776901,5.655643014765498,5.829662799835205,7560000,0.0,0.0
1986-08-08 00:00:00-04:00,5.873167346900618,6.221206893383617,5.829662403590243,6.177701950073242,2802000,0.0,0.0
1986-08-11 00:00:00-04:00,6.264710465522662,6.351720333099365,6.177700597945958,6.351720333099365,1428000,0.0,0.0
1986-08-12 00:00:00-04:00,6.351719017028809,6.569243640899658,6.351719017028809,6.525738716125488,1155200,0.0,0.0
1986-08-13 00:00:00-04:00,6.56924494158837,7.026046742162396,6.525740008200368,6.743264675140381,865600,0.0,0.0
1986-08-14 00:00:00-04:00,6.786769791653282,6.830274726215162,6.525740184282002,6.612750053405762,762000,0.0,0.0
1986-08-15 00:00:00-04:00,6.6127485656738285,6.6127485656738285,6.395223941802978,6.525738716125488,654400,0.0,0.0
